fold_id,asof_mode,model_variant,horizon,threshold_type,threshold_value,target_usage,row_count,train_row_count,validation_row_count,scored_row_count,positive_event_count,event_base_rate,score_available_rate,roc_auc,average_precision,brier_score_uncalibrated,log_loss_uncalibrated,spearman_score_vs_event,spearman_score_vs_future_mae,spearman_score_vs_future_mdd,quantile_lift_top_decile,quantile_lift_top_quintile,coefficient_l1_norm,coefficient_l2_norm,convergence_status,insufficient_data_reason,best_wp3_baseline_auc,best_wp3_baseline_average_precision,logistic_delta_auc_vs_best_baseline,logistic_delta_ap_vs_best_baseline,logistic_beats_best_baseline_flag
fold_3,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.05,eligible,732,0,732,0,194,0.2650273224043716,0.0,,,,,,,,,,,,skipped,empty_training_rows,0.703062123941287,0.488130546861569,,,False
fold_3,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.08,eligible,732,0,732,0,74,0.10109289617486339,0.0,,,,,,,,,,,,skipped,empty_training_rows,0.7478230510145404,0.3538660564566916,,,False
fold_3,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.1,eligible,732,0,732,0,34,0.04644808743169399,0.0,,,,,,,,,,,,skipped,empty_training_rows,0.8396679588740941,0.391328344491101,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,732,2196,732,732,13,0.017759562841530054,1.0,0.18305338611319139,0.011275164896972485,0.17898288063183598,0.5425044986206474,-0.14501141318012034,-0.06748998927741093,-0.0724907169864179,0.0,0.38304552590266877,15.839988974906777,5.81337287478436,converged,,0.8840269605220926,0.1501558497691365,-0.7009735744089012,-0.13888068487216404,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.05,diagnostic_only,732,2196,732,0,1,0.001366120218579235,0.0,,,,,,,,,,,,skipped,insufficient_positive_training_events,0.9931600547195624,0.2,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.08,diagnostic_only,732,2196,732,0,0,0.0,0.0,,,,,,,,,,,,skipped,insufficient_positive_training_events,,,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.1,diagnostic_only,732,2196,732,0,0,0.0,0.0,,,,,,,,,,,,skipped,insufficient_positive_training_events,,,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,732,1952,732,732,25,0.03415300546448088,1.0,0.18811881188118812,0.020713845654300123,0.11632900879423531,0.4107030386515657,-0.19622251530053125,0.09879115635292215,-0.3263174156387349,0.3956756756756757,0.19918367346938773,14.769416905027526,5.990703353570434,converged,,0.9094200848656294,0.3790369397106958,-0.7213012729844412,-0.3583230940563957,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,732,1952,732,732,4,0.00546448087431694,1.0,0.030563186813186812,0.0034801047105980348,0.25594296743358796,0.7251056866100389,-0.1198816678630957,-0.0023501154329682453,-0.11024774084230925,0.0,0.0,12.856084755242836,4.703945420847782,converged,,0.9951923076923076,0.6785714285714285,-0.9646291208791208,-0.6750913238608305,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.08,diagnostic_only,732,1952,732,0,0,0.0,0.0,,,,,,,,,,,,skipped,insufficient_positive_training_events,,,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.1,diagnostic_only,732,1952,732,0,0,0.0,0.0,,,,,,,,,,,,skipped,insufficient_positive_training_events,,,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,732,1708,732,732,29,0.03961748633879782,1.0,0.15760043164761858,0.022898488214062485,0.2362989414777167,0.6806412390580978,-0.2313608212409983,0.12120007331758043,-0.42052133925847845,0.34109972041006525,0.1717100633356791,11.69448214419797,4.705578982689992,converged,,0.9140628832098886,0.4316508256591923,-0.75646245156227,-0.40875233744512984,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,732,1708,732,732,4,0.00546448087431694,1.0,0.027472527472527472,0.003485485029587953,0.4032086404031378,1.1089414533792028,-0.12067093999972178,0.008872791764518028,-0.2740024518949934,0.0,0.0,8.43608085169507,2.8961047946981338,converged,,0.9951923076923076,0.6785714285714285,-0.9677197802197801,-0.6750859435418406,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,732,1708,732,732,0,0.0,1.0,,,0.4451821631022535,1.199376121301179,,0.07223770340358601,-0.2705934061202825,,,7.210050914741133,2.3243748991693836,converged,,,,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.1,eligible,732,1708,732,0,0,0.0,0.0,,,,,,,,,,,,skipped,insufficient_positive_training_events,,,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,732,1098,732,732,148,0.20218579234972678,1.0,0.6018835616438356,0.29670580113111045,0.16751972744995647,0.5451038584571561,0.1417494384541765,-0.09139640344286679,0.043014286739620926,2.1387874360847334,1.8168781025923884,8.381896358348557,4.365172736573107,converged,,0.6704924102184376,0.3717654547700543,-0.06860884857460203,-0.07505965363894385,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,732,1098,732,732,55,0.07513661202185792,1.0,0.5354102323083121,0.09306171218483814,0.0851743476897114,0.31831525859662724,0.03233585898681501,-0.07553522001989707,0.04733208220733657,1.0791154791154791,1.5391465677179963,7.244324605322948,3.1843823282689763,converged,,0.7339062709816033,0.2659175136767578,-0.19849603867329124,-0.17285580149191968,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,732,1098,732,732,12,0.01639344262295082,1.0,0.47881944444444446,0.017194739657006037,0.07611368623444466,0.30610191658083535,-0.009316958600300665,0.009865136832712956,0.0148497867097554,0.0,0.8299319727891156,5.177997731437868,2.2207015336145046,converged,,0.7394675925925925,0.0862331930884042,-0.2606481481481481,-0.06903845343139817,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,732,1098,732,732,1,0.001366120218579235,1.0,0.5868673050615595,0.0033003300330033004,0.06138410413119635,0.27038510859242504,0.011114629339442733,0.006336353486928014,0.010174534592222706,0.0,0.0,5.467118809785053,2.3986446737687137,converged,,0.9781121751025992,0.0588235294117647,-0.3912448700410397,-0.0555231993787614,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.03,diagnostic_only,732,0,732,0,312,0.4262295081967213,0.0,,,,,,,,,,,,skipped,empty_training_rows,0.683531746031746,0.6185182181470691,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.05,eligible,732,0,732,0,194,0.2650273224043716,0.0,,,,,,,,,,,,skipped,empty_training_rows,0.703062123941287,0.488130546861569,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.08,eligible,732,0,732,0,74,0.10109289617486339,0.0,,,,,,,,,,,,skipped,empty_training_rows,0.7478230510145404,0.3538660564566916,,,False
fold_3,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.1,eligible,732,0,732,0,34,0.04644808743169399,0.0,,,,,,,,,,,,skipped,empty_training_rows,0.8396679588740941,0.391328344491101,,,False
