fold_id,asof_mode,model_variant,entity_id,trade_date,feature_asof_date,horizon,threshold_type,threshold_value,target_usage,score,score_available,event_label,future_mae,future_mdd,future_return
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:轨交设备Ⅱ,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.055069205184772554,True,False,0.019585586148268552,0.0,0.019585586148268552
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:软件开发,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.17622901153994083,True,False,0.03069369637721553,0.0,0.03069369637721553
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:通信服务,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.10555935458675944,True,False,0.017705769052553055,0.0,0.017705769052553055
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:通信设备,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.1253145047237491,True,False,0.026959036757022936,0.0,0.026959036757022936
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:通用设备,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.10098904024884962,True,False,0.028945966677556667,0.0,0.028945966677556667
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:造纸,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.2307495268007852,True,False,0.023702491006384552,0.0,0.023702491006384552
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:酒店餐饮,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.2319272865811417,True,False,0.01600262290079235,0.0,0.01600262290079235
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:金属新材料,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.1117927670825171,True,False,0.015378293804803045,0.0,0.015378293804803045
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:铁路公路,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.14365912417805946,True,False,0.01114942600884894,0.0,0.01114942600884894
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:非白酒,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.1551073459879668,True,False,0.013686475408170251,0.0,0.013686475408170251
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:风电设备,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.15073202129624377,True,False,0.02026911521254715,0.0,0.02026911521254715
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:食品加工,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.11789265197571643,True,False,0.024899887928751196,0.0,0.024899887928751196
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:饮料乳品,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.1575368769155614,True,False,0.006865109568041428,0.0,0.006865109568041428
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:饰品,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.16851567718544377,True,False,0.015811747682676014,0.0,0.015811747682676014
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:饲料,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.021219165561408203,True,False,0.02145888516030303,0.0,0.02145888516030303
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,industry:黑色家电,2014-01-13,2014-01-10,1,fixed,0.03,diagnostic_only,0.2898426499727931,True,False,0.03345221950425037,0.0,0.03345221950425037
