horizon,threshold_type,threshold_value,target_usage,baseline_family,baseline_name,row_count,scored_row_count,positive_event_count,event_base_rate,score_available_rate,roc_auc,average_precision,brier_like_score_if_score_in_0_1,spearman_score_vs_event,spearman_score_vs_future_mae,spearman_score_vs_future_mdd,spearman_score_vs_future_return,quantile_lift_top_decile,quantile_lift_top_quintile,top_decile_future_mae_mean,top_decile_future_mdd_mean,monotonic_decile_event_rate_status
1,fixed,0.1,diagnostic_only,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,0,0.0,1.0,,,0.012379643731148082,,-0.049706104492574225,0.004303459301024138,-0.049706104492574225,,,0.004477050779031594,0.0035577717177971515,insufficient_unique_scores
3,fixed,0.03,diagnostic_only,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,89,0.04052823315118397,1.0,0.4803544098590573,0.05030594250196832,0.04529571485364716,-0.013425258857661332,-0.04771992077286126,0.005723692392657677,-0.1404576275857085,1.9066394279877426,1.2897854954034729,-0.002742250837898515,0.011953783983171571,non_monotonic
3,fixed,0.05,diagnostic_only,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,9,0.004098360655737705,1.0,0.3640451150739217,0.004448363836007284,0.015902432737112237,-0.030100296993688807,-0.04771992077286126,0.005723692392657677,-0.1404576275857085,1.109090909090909,0.5545454545454545,-0.002742250837898515,0.011953783983171571,non_monotonic
3,fixed,0.08,diagnostic_only,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,0,0.0,1.0,,,0.012379643731148082,,-0.04771992077286126,0.005723692392657677,-0.1404576275857085,,,-0.002742250837898515,0.011953783983171571,insufficient_unique_scores
3,fixed,0.1,diagnostic_only,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,0,0.0,1.0,,,0.012379643731148082,,-0.04771992077286126,0.005723692392657677,-0.1404576275857085,,,-0.002742250837898515,0.011953783983171571,insufficient_unique_scores
5,fixed,0.03,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,116,0.052823315118397086,1.0,0.4920424403183024,0.06697159027869345,0.055086333870970235,-0.006168376649467835,-0.05570236681700842,-0.02330062831752351,-0.1691160489412754,1.9791536050156737,1.3337774294670846,-0.005965514693792353,0.017829385572261516,non_monotonic
5,fixed,0.05,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,17,0.007741347905282332,1.0,0.44865426666306724,0.008590012845130885,0.01880026350379546,-0.015595085303474114,-0.05570236681700842,-0.02330062831752351,-0.1691160489412754,1.174331550802139,0.5871657754010695,-0.005965514693792353,0.017829385572261516,non_monotonic
5,fixed,0.08,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,0,0.0,1.0,,,0.012379643731148082,,-0.05570236681700842,-0.02330062831752351,-0.1691160489412754,,,-0.005965514693792353,0.017829385572261516,insufficient_unique_scores
5,fixed,0.1,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,0,0.0,1.0,,,0.012379643731148082,,-0.05570236681700842,-0.02330062831752351,-0.1691160489412754,,,-0.005965514693792353,0.017829385572261516,insufficient_unique_scores
10,fixed,0.03,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,249,0.1133879781420765,1.0,0.4729147715670076,0.10733371309570149,0.10528707583185024,-0.029760859521094796,-0.04110972380613032,-0.15912300453761985,-0.04000817281207057,1.0021905805038336,0.8618838992332969,-0.007235622509993456,0.023894169338400738,non_monotonic
10,fixed,0.05,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,73,0.033242258652094715,1.0,0.46674388142909684,0.0294662077933358,0.039854383943161806,-0.020660379991707375,-0.04110972380613032,-0.15912300453761985,-0.04000817281207057,0.41021170610211705,0.6153175591531757,-0.007235622509993456,0.023894169338400738,non_monotonic
10,fixed,0.08,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,12,0.00546448087431694,1.0,0.42250457875457875,0.004875070817959583,0.01699329534652532,-0.019798090321074786,-0.04110972380613032,-0.15912300453761985,-0.04000817281207057,0.0,0.8318181818181818,-0.007235622509993456,0.023894169338400738,non_monotonic
10,fixed,0.1,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,1,0.0004553734061930783,1.0,0.37699316628701596,0.0007163323782234957,0.012771105080331606,-0.009094457959956673,-0.04110972380613032,-0.15912300453761985,-0.04000817281207057,0.0,0.0,-0.007235622509993456,0.023894169338400738,non_monotonic
20,fixed,0.03,diagnostic_only,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,463,0.21083788706739526,1.0,0.46255136288462184,0.1921829220073236,0.1857272083912667,-0.05293660822552474,0.006557651632167171,-0.17298166304166257,0.07353410952101971,0.7761240918908305,0.8300215982721382,-0.010282054617244294,0.0495663478173423,non_monotonic
20,fixed,0.05,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,242,0.11020036429872496,1.0,0.4167061420946226,0.08861325508245382,0.10497877278411666,-0.09038851642091936,0.006557651632167171,-0.17298166304166257,0.07353410952101971,0.4124718256949662,0.6599549211119459,-0.010282054617244294,0.0495663478173423,non_monotonic
20,fixed,0.08,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,84,0.03825136612021858,1.0,0.3992660984848485,0.02970889842264438,0.04491160702238661,-0.06695647362071123,0.006557651632167171,-0.17298166304166257,0.07353410952101971,0.3564935064935065,0.6535714285714286,-0.010282054617244294,0.0495663478173423,non_monotonic
20,fixed,0.1,eligible,entity_empirical_event_rate,rolling_entity_event_rate,2196,2196,36,0.01639344262295082,1.0,0.39340277777777777,0.01321044590567369,0.026367668935739292,-0.04690880090418018,0.006557651632167171,-0.17298166304166257,0.07353410952101971,0.0,0.9704545454545453,-0.010282054617244294,0.0495663478173423,non_monotonic
1,fixed,0.03,diagnostic_only,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,17,0.007741347905282332,1.0,0.45254164079583187,0.006205264747644426,0.016020289415098157,-0.01509697241299151,-0.0008780478658775792,-0.0026538111698991606,-0.0008780478658775792,0.5871657754010695,0.5871657754010695,-0.0023608700518658416,0.006527021713047203,non_monotonic
1,fixed,0.05,diagnostic_only,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,1,0.0004553734061930783,1.0,0.4958997722095672,0.0006779661016949153,0.0005586757066720637,-0.0019403751055327863,-0.008610988373392497,0.026131335169750584,-0.008610988373392497,9.98181818181818,4.99090909090909,0.006813086520617919,0.0033563174845148854,insufficient_unique_scores
1,fixed,0.08,diagnostic_only,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,0,0.0,1.0,,,0.0,,,,,,,0.006574957204853787,0.003234806734024323,insufficient_unique_scores
1,fixed,0.1,diagnostic_only,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,0,0.0,1.0,,,0.0,,,,,,,0.006574957204853787,0.003234806734024323,insufficient_unique_scores
3,fixed,0.03,diagnostic_only,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,89,0.04052823315118397,1.0,0.48870538547271536,0.0455604255365136,0.16121115095628416,-0.007755191963106829,-0.06586871513302375,0.03270133728187176,-0.14549127632719483,1.4580183861082736,1.1215526046986721,-0.003704142702729279,0.011895979444210936,non_monotonic
3,fixed,0.05,diagnostic_only,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,9,0.004098360655737705,1.0,0.47530864197530864,0.00409778138802897,0.01684113160291439,-0.006785647167746371,-0.03545677379351826,0.0499091849238693,-0.05771395141495113,2.218181818181818,1.109090909090909,-0.0046518361292587915,0.013689289412117,non_monotonic
3,fixed,0.08,diagnostic_only,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,0,0.0,1.0,,,3.799521857923498e-05,,0.0017901374644041807,-0.008971074611826868,-0.0016704133689635857,,,0.002860352271490371,0.007257094790372873,insufficient_unique_scores
3,fixed,0.1,diagnostic_only,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,0,0.0,1.0,,,0.0,,,,,,,0.0031675675929330642,0.007101260711016096,insufficient_unique_scores
5,fixed,0.03,eligible,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,116,0.052823315118397086,1.0,0.46090848806366047,0.055314816598694375,0.3797886811828557,-0.030586537136985125,-0.10722579795384199,-0.0031104576927010134,-0.1832390972638414,1.7210031347962382,1.0756269592476488,-0.00943947993660971,0.016254924091447718,non_monotonic
5,fixed,0.05,eligible,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,17,0.007741347905282332,1.0,0.4884998515239046,0.007243201598356808,0.17853919231627077,-0.0036186056763781262,-0.07949797858274134,-0.022297114726574543,-0.2058033764518432,0.0,0.0,-0.011083343312288553,0.01883160865834844,non_monotonic
5,fixed,0.08,eligible,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,0,0.0,1.0,,,0.011891693152670904,,-0.060698704297544676,0.1114527128960424,-0.08715390716487623,,,-0.004269077196756483,0.016959876289177493,insufficient_unique_scores
5,fixed,0.1,eligible,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,0,0.0,1.0,,,0.0007396913683506189,,0.009930923439965907,-0.04236134253197961,-0.03638212787807635,,,0.002333464003808443,0.011740566419377261,insufficient_unique_scores
10,fixed,0.03,eligible,entity_empirical_event_rate,rolling_entity_slice_event_rate,2196,2196,249,0.1133879781420765,1.0,0.48323030179268694,0.09908915814941652,0.33112491401267197,-0.018885030256368656,0.11406133757324288,-0.11000511994008282,0.07030675676925018,0.4008762322015334,0.7817086527929902,0.0012977617594317043,0.018517048834976978,non_monotonic
