fold_id,asof_mode,model_variant,horizon,threshold_type,threshold_value,target_usage,calibration_method,cluster_type,metric_name,cluster_count,min_cluster_size,max_cluster_size,clustered_metric_mean,clustered_metric_std,bootstrap_or_cluster_se_rows,confidence_interval_low,confidence_interval_high,uncertainty_status
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,fold_id,brier_loss,1,15710,15710,0.155436142686521,,,,,insufficient_clusters
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,slice_key,brier_loss,1,15710,15710,0.155436142686521,,,,,insufficient_clusters
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,entity_id,brier_loss,124,89,127,0.15499608630534567,0.036225504407157834,0.0032531463300599244,0.14861991949842823,0.1613722531122631,pass
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,trade_date,brier_loss,127,123,124,0.15465413516105686,0.16811394095050083,0.01491769998260231,0.12541544319515632,0.1838928271269574,pass
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,fold_id,brier_loss,1,15710,15710,0.15469543649268816,,,,,insufficient_clusters
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,slice_key,brier_loss,1,15710,15710,0.15469543649268816,,,,,insufficient_clusters
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,entity_id,brier_loss,124,89,127,0.10273617034432493,0.03367715820954119,0.0030242980858140637,0.09680854609612936,0.1086637945925205,pass
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,trade_date,brier_loss,127,123,124,0.10248960128350684,0.10240873002143991,0.00908730532055621,0.08467848285521667,0.12030071971179701,pass
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,fold_id,brier_loss,1,15710,15710,0.10247875243122173,,,,,insufficient_clusters
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,slice_key,brier_loss,1,15710,15710,0.10247875243122173,,,,,insufficient_clusters
