asof_mode,horizon,threshold_type,threshold_value,target_usage,calibration_method,readiness_category,development_only,evaluation_row_count,positive_event_count,negative_event_count,mean_brier_score,mean_brier_retention,validation_market_event_block_count,mean_log_loss,mean_expected_calibration_error,max_expected_calibration_error,mean_auc,mean_average_precision,clustered_uncertainty_width,fold_count,readiness_reason
close_t,5,fixed,0.1,eligible,isotonic_calibration,ordinal_only_candidate,yes,157194,3305,153889,0.020775433172749,0.08030615718468612,0,0.16639063925509018,0.017964549462682198,0.09921294520206196,0.6647559723222674,0.047394080611300946,0.025537293293423323,10,market_event_block_evidence_below_minimum
close_t,10,fixed,0.03,eligible,identity_uncalibrated_reference,baseline_only_candidate,yes,156822,63952,92870,0.24187465501319685,0.0,2,0.6768742875434126,0.07696265923310766,0.35325958869480045,0.5439819740892724,0.44659198057315913,0.0061948254552862125,10,uncalibrated_reference_not_probability
close_t,10,fixed,0.03,eligible,platt_logistic_calibration,research_only,yes,156822,63952,92870,0.24644279636266905,-0.004568141349472249,2,0.687035966723546,0.09630191423119555,0.24776536579481157,0.5443862235521869,0.4452593597794923,0.05109392987887987,10,calibration_diagnostics_not_ready
close_t,10,fixed,0.03,eligible,isotonic_calibration,research_only,yes,156822,63952,92870,0.24612587534593663,-0.004251220332739836,2,0.6939804431190308,0.08991001126727494,0.4458134482634706,0.5391690398871599,0.4411620106879213,0.05099330414424827,10,calibration_diagnostics_not_ready
close_t,10,fixed,0.05,eligible,identity_uncalibrated_reference,baseline_only_candidate,yes,156822,37516,119306,0.21888628718877742,0.0,4,0.6283550342726804,0.1907172565352028,0.4034337752950695,0.5641555156477411,0.2864141030539313,0.008869190533238203,10,uncalibrated_reference_not_probability
close_t,10,fixed,0.05,eligible,platt_logistic_calibration,ordinal_only_candidate,yes,156822,37516,119306,0.18634349237093495,0.03254279481784249,4,0.5634141055020396,0.0879230735462757,0.23521956687619308,0.5764893409039,0.29226449966879425,0.07855679294293216,10,ranking_retained_but_probability_gate_not_met
close_t,10,fixed,0.05,eligible,isotonic_calibration,ordinal_only_candidate,yes,156822,37516,119306,0.18625321895980543,0.03263306822897202,4,0.5778689163408415,0.08245205447094936,0.3530824293366366,0.5602515120654996,0.2772058808253022,0.07831867054904346,10,ranking_retained_but_probability_gate_not_met
close_t,10,fixed,0.08,eligible,identity_uncalibrated_reference,baseline_only_candidate,yes,156822,16698,140124,0.17964595783023113,0.0,3,0.5397241188462665,0.2651874551007708,0.6113035695865696,0.5842071204771986,0.14474568928691978,0.011752612544232321,10,uncalibrated_reference_not_probability
close_t,10,fixed,0.08,eligible,platt_logistic_calibration,ordinal_only_candidate,yes,156822,16698,140124,0.09899779765136664,0.08064816017886448,3,0.36847966286646844,0.0687047803197885,0.20523126602916336,0.5811578865545137,0.14133983603065584,0.07111553857425557,10,ranking_retained_but_probability_gate_not_met
close_t,10,fixed,0.08,eligible,isotonic_calibration,ordinal_only_candidate,yes,156822,16698,140124,0.09869285080952914,0.08095310702070196,3,0.40085154260368283,0.06520980543424626,0.2860681016071555,0.5873033748684614,0.1372058143240759,0.07035480123351152,10,ranking_retained_but_probability_gate_not_met
close_t,10,fixed,0.1,eligible,identity_uncalibrated_reference,baseline_only_candidate,yes,156822,10139,146683,0.1530157300146125,0.0,2,0.4743119538858923,0.2608367820880483,0.6914400639023095,0.6056050204963697,0.09716077442830855,0.011092909140170082,10,uncalibrated_reference_not_probability
close_t,10,fixed,0.1,eligible,platt_logistic_calibration,ordinal_only_candidate,yes,156822,10139,146683,0.06260440607173393,0.09041132394287857,2,0.27303533998291246,0.052469161541940514,0.20166968110280506,0.5770331732228738,0.09141551411497564,0.049940702231021206,10,ranking_retained_but_probability_gate_not_met
close_t,10,fixed,0.1,eligible,isotonic_calibration,usable_probability_candidate,yes,156822,10139,146683,0.06257884795747046,0.09043688205714204,2,0.34574857239414086,0.049053523877567465,0.1304761595934249,0.6111242712014834,0.090533284624183,0.04943163541500486,10,development_calibration_gate_pass
close_t,20,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,research_only,yes,156202,87159,69043,0.2561682151890414,0.0,1,0.7067745313843196,0.1091767232400312,0.22579744837858792,0.5293233533814916,0.585032366749915,0.004878685467985755,10,diagnostic_only_target_usage
close_t,20,fixed,0.03,diagnostic_only,platt_logistic_calibration,research_only,yes,156202,87159,69043,0.2565644783859507,-0.0003962631969092495,1,0.7078959229612943,0.1010203291632622,0.407726351597793,0.5103415871673447,0.5650512356826664,0.03387332216555594,10,diagnostic_only_target_usage
close_t,20,fixed,0.03,diagnostic_only,isotonic_calibration,research_only,yes,156202,87159,69043,0.25487639687511476,0.001291818313926621,1,0.7117804129405423,0.09515511459242501,0.3645064859444672,0.5217319426798799,0.5786742577751014,0.034462406559991665,10,diagnostic_only_target_usage
close_t,20,fixed,0.05,eligible,identity_uncalibrated_reference,baseline_only_candidate,yes,156202,62845,93357,0.2443533871198617,0.0,1,0.6826924260234476,0.0977147368707829,0.27441269815591907,0.5335058704170925,0.4324850140807606,0.006679277286198326,10,uncalibrated_reference_not_probability
close_t,20,fixed,0.05,eligible,platt_logistic_calibration,research_only,yes,156202,62845,93357,0.2516331159109217,-0.00727972879106,1,0.7021824985295795,0.11828504827946443,0.29645955625500686,0.5112503041674501,0.4124761522767807,0.07707549258460555,10,calibration_diagnostics_not_ready
close_t,20,fixed,0.05,eligible,isotonic_calibration,research_only,yes,156202,62845,93357,0.2509053294226199,-0.006551942302758166,1,0.7191613514234285,0.10940254402424623,0.3432722962451639,0.5268285482946984,0.42193859923703503,0.07732358467174894,10,calibration_diagnostics_not_ready
close_t,20,fixed,0.08,eligible,identity_uncalibrated_reference,baseline_only_candidate,yes,156202,36418,119784,0.2185622901971318,0.0,2,0.6274960136129908,0.18902639682139044,0.5316515113703922,0.5449215321664067,0.2648019456533918,0.008703163434074457,10,uncalibrated_reference_not_probability
close_t,20,fixed,0.08,eligible,platt_logistic_calibration,research_only,yes,156202,36418,119784,0.1900536777577782,0.02850861243935358,2,0.5932024047954396,0.11566823439783547,0.2351764013062824,0.5417797290990125,0.26137115187619997,0.09829636989932489,10,calibration_diagnostics_not_ready
close_t,20,fixed,0.08,eligible,isotonic_calibration,research_only,yes,156202,36418,119784,0.18983110551602453,0.028731184681107236,2,0.6155101624414091,0.11423082057475864,0.3572344029031945,0.5351460880902807,0.2522737905919993,0.09720494621037579,10,calibration_diagnostics_not_ready
close_t,20,fixed,0.1,eligible,identity_uncalibrated_reference,baseline_only_candidate,yes,156202,25226,130976,0.19874928131325084,0.0,2,0.583560010380517,0.22515272245615617,0.5510778531322148,0.5564395557065589,0.19286786231009245,0.008905718909100524,10,uncalibrated_reference_not_probability
close_t,20,fixed,0.1,eligible,platt_logistic_calibration,ordinal_only_candidate,yes,156202,25226,130976,0.14487330813939725,0.05387597317385358,2,0.5071450812630619,0.10932480423485194,0.2536488918818585,0.5598895623814493,0.19273572246865564,0.08337187579331257,10,ranking_retained_but_probability_gate_not_met
close_t,20,fixed,0.1,eligible,isotonic_calibration,ordinal_only_candidate,yes,156202,25226,130976,0.14532227752196653,0.053427003791284323,2,0.5560145089077099,0.11011993449889604,0.29209448686235023,0.5523978465822796,0.1899105229477312,0.08248049824550124,10,ranking_retained_but_probability_gate_not_met
