slice_id,entity_id,decision_trade_date,apply_trade_date,realized_open_to_open_return,baseline_score,model_score,baseline_bucket,model_bucket,arm_no_downshift_exposure,arm_baseline_driven_exposure,arm_model_driven_exposure
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:出版,2016-07-21,2016-07-22,-0.012359166107079544,0.01734495726971078,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:动物保健Ⅱ,2016-07-21,2016-07-22,-0.0011854480635397069,0.019218462997408876,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:包装印刷,2016-07-21,2016-07-22,-0.012286607240621694,0.019239335915224236,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化妆品,2016-07-21,2016-07-22,-0.016094096954505588,0.014551890311680919,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化学制品,2016-07-21,2016-07-22,-0.015807610103365066,0.019209353507667636,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化学制药,2016-07-21,2016-07-22,-0.012018371834371044,0.014971276242762606,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化学原料,2016-07-21,2016-07-22,-0.005639406791115409,0.017902457469073974,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化学纤维,2016-07-21,2016-07-22,-0.007024821841545514,0.017525104713642048,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:医疗器械,2016-07-21,2016-07-22,-0.010997668664401439,0.0190760635655622,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:医疗服务,2016-07-21,2016-07-22,-0.013272035878086785,0.01681253383308254,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:医药商业,2016-07-21,2016-07-22,-0.010410179072590453,0.01709692673133057,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:半导体,2016-07-21,2016-07-22,-0.011699690362158899,0.02338362550994567,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:厨卫电器,2016-07-21,2016-07-22,-0.012890465391439565,0.017123450791360677,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:商用车,2016-07-21,2016-07-22,-0.01906258113879966,0.015237842046972845,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:国有大型银行Ⅱ,2016-07-21,2016-07-22,-0.005974429508510126,0.0062800701816778355,0.036036036036036036,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:地面兵装Ⅱ,2016-07-21,2016-07-22,-0.013362094793762602,0.019220686654343216,0.25388838060384267,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:城商行Ⅱ,2016-07-21,2016-07-22,-0.010424756928705259,0.01072329837578729,0.11016949152542373,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:基础建设,2016-07-21,2016-07-22,-0.013771164372426647,0.01546578529868772,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:塑料,2016-07-21,2016-07-22,-0.016332349920950673,0.020848500873804677,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:多元金融,2016-07-21,2016-07-22,-0.00800773606160865,0.017832581032039937,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:家居用品,2016-07-21,2016-07-22,-0.021067066152804403,0.017105436283344627,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:家电零部件Ⅱ,2016-07-21,2016-07-22,-0.013005092587037526,0.018862571605599142,0.25388838060384267,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:小家电,2016-07-21,2016-07-22,-0.017309742453810895,0.01994134624868019,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:小金属,2016-07-21,2016-07-22,-0.014052245727421142,0.022178128251390983,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:工业金属,2016-07-21,2016-07-22,-0.022751427878589525,0.01999499372730296,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:工程咨询服务Ⅱ,2016-07-21,2016-07-22,-0.04265294420713106,0.020410064759889948,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:工程机械,2016-07-21,2016-07-22,-0.017598317290662968,0.01436617075865751,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:广告营销,2016-07-21,2016-07-22,-0.008170222275052375,0.021922257191482247,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:影视院线,2016-07-21,2016-07-22,-0.009443439622323746,0.020482316114350467,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:房地产开发,2016-07-21,2016-07-22,-0.007430534347004358,0.013731627286619703,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:房地产服务,2016-07-21,2016-07-22,-0.008743689782165442,0.01878247783555922,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:房屋建设Ⅱ,2016-07-21,2016-07-22,-0.010132100479336326,0.015966236217305592,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:摩托车及其他,2016-07-21,2016-07-22,-0.010490906192052063,0.020437932282392053,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:教育,2016-07-21,2016-07-22,-0.005479007336565811,0.02143107243789787,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:数字媒体,2016-07-21,2016-07-22,-0.006115737849167302,0.02352067009798832,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:文娱用品,2016-07-21,2016-07-22,-0.01164444913073226,0.016466804653556398,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:旅游及景区,2016-07-21,2016-07-22,-5.595688781812047e-05,0.016346301560536854,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:普钢,2016-07-21,2016-07-22,-0.014361613741868506,0.014984943552748797,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:服装家纺,2016-07-21,2016-07-22,-0.010508921200207522,0.016238034254414536,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:橡胶,2016-07-21,2016-07-22,-0.012254028472686529,0.023777358802190666,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:水泥,2016-07-21,2016-07-22,-0.01912746152362288,0.017518348282033597,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:汽车服务,2016-07-21,2016-07-22,-0.021129968546572342,0.017677617892006402,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:汽车零部件,2016-07-21,2016-07-22,-0.004228211476674848,0.01800345479345038,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:油服工程,2016-07-21,2016-07-22,-0.011811434709205315,0.018651251300590928,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:消费电子,2016-07-21,2016-07-22,-0.0048295288766315725,0.020560520081509923,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:渔业,2016-07-21,2016-07-22,-0.012465646881894998,0.018893670636481688,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:游戏Ⅱ,2016-07-21,2016-07-22,-0.019302217967388513,0.0218354478307096,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:炼化及贸易,2016-07-21,2016-07-22,-0.012019364418390577,0.016665478144339996,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:焦炭Ⅱ,2016-07-21,2016-07-22,0.013229878555477859,0.018759123500312298,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:煤炭开采,2016-07-21,2016-07-22,-0.009995423860605479,0.020141727413815032,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:照明设备Ⅱ,2016-07-21,2016-07-22,-0.011058631426302035,0.020275351584740614,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:燃气Ⅱ,2016-07-21,2016-07-22,-0.018372068486502302,0.014047308199912874,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:物流,2016-07-21,2016-07-22,-0.009201595676864183,0.018814546634651225,0.25388838060384267,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:特钢Ⅱ,2016-07-21,2016-07-22,-0.009751064357646277,0.019607782956464186,0.25388838060384267,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:环保设备Ⅱ,2016-07-21,2016-07-22,-0.010265167874498049,0.016834267671746228,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:环境治理,2016-07-21,2016-07-22,-0.016453585762784884,0.016503453540953488,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:玻璃玻纤,2016-07-21,2016-07-22,-0.008105199470311297,0.016185438894550635,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:生物制品,2016-07-21,2016-07-22,-0.008294570327095241,0.022739626853949396,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:电力,2016-07-21,2016-07-22,-0.01044835861521265,0.012955741923143709,0.1686746987951807,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:电子化学品Ⅱ,2016-07-21,2016-07-22,-0.018260304198052912,0.022785952884305107,0.2783018867924528,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:电机Ⅱ,2016-07-21,2016-07-22,-0.0192015801779839,0.020483693920523828,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:电池,2016-07-21,2016-07-22,0.0068917643383967775,2.437418988494619,0.25388838060384267,extreme,low,1.0,0.5,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:电网设备,2016-07-21,2016-07-22,-0.017806384043590584,0.02841217901847989,0.23373759647188533,extreme,low,1.0,0.5,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:电视广播Ⅱ,2016-07-21,2016-07-22,0.006143161589208912,0.0158893235362516,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:白色家电,2016-07-21,2016-07-22,0.0006415827867594093,0.017983120212804314,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:白酒Ⅱ,2016-07-21,2016-07-22,-0.02556804033611315,0.023243859214740918,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:种植业,2016-07-21,2016-07-22,-0.014540907951577586,0.01775804480013248,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:纺织制造,2016-07-21,2016-07-22,-0.012248769348176092,0.016199906557425574,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:综合Ⅱ,2016-07-21,2016-07-22,-0.013039620206727998,0.017493186113207115,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:股份制银行Ⅱ,2016-07-21,2016-07-22,-0.005198710025952846,0.007139301785989299,0.036036036036036036,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:能源金属,2016-07-21,2016-07-22,-0.03043828074495869,0.022829210706339764,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:自动化设备,2016-07-21,2016-07-22,-0.01093918856722087,0.021574769085632682,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:航天装备Ⅱ,2016-07-21,2016-07-22,-0.015250312696177049,0.021299679441730175,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:航海装备Ⅱ,2016-07-21,2016-07-22,-0.01846251946671551,0.020249975323941502,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:航空机场,2016-07-21,2016-07-22,-0.0178928340034753,0.017813394376036545,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:航空装备Ⅱ,2016-07-21,2016-07-22,-0.0036756415930108144,0.018407619462417073,0.25388838060384267,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:航运港口,2016-07-21,2016-07-22,-0.010709004440952352,0.01482377912096287,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:装修建材,2016-07-21,2016-07-22,-0.012867169307338777,0.01802813114748598,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:装修装饰Ⅱ,2016-07-21,2016-07-22,-0.016236024250947834,0.018920278896105598,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:计算机设备,2016-07-21,2016-07-22,-0.008866286438644067,0.019454592348431755,0.25388838060384267,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:证券Ⅱ,2016-07-21,2016-07-22,-0.006646611510080946,0.019059740667825925,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:调味发酵品Ⅱ,2016-07-21,2016-07-22,-0.016090466655841795,0.01652334281450129,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:贵金属,2016-07-21,2016-07-22,-0.04073940354535066,0.028037763801926657,0.34405940594059403,extreme,high,1.0,0.5,0.75
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:贸易Ⅱ,2016-07-21,2016-07-22,0.001954111319560914,0.020741415575034287,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:轨交设备Ⅱ,2016-07-21,2016-07-22,-0.014513956431910002,0.01723241505691037,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:软件开发,2016-07-21,2016-07-22,-0.0029108652244270727,0.023016981148634683,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:通信服务,2016-07-21,2016-07-22,-0.0104148348527483,0.022969348679262747,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:通信设备,2016-07-21,2016-07-22,-0.009289828705022707,0.02032590161056125,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:通用设备,2016-07-21,2016-07-22,-0.013312912726750947,0.018139122381834096,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:造纸,2016-07-21,2016-07-22,-0.014736020895682711,0.015739760704370786,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:酒店餐饮,2016-07-21,2016-07-22,-0.01028903615164456,0.01426409510352711,0.1686746987951807,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:金属新材料,2016-07-21,2016-07-22,-0.00493492708363974,0.028187307893686526,0.25388838060384267,extreme,low,1.0,0.5,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:铁路公路,2016-07-21,2016-07-22,-0.01031015287187409,0.011930948483324433,0.11016949152542373,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:非白酒,2016-07-21,2016-07-22,-0.005849436469316238,0.01571745039318197,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:非金属材料Ⅱ,2016-07-21,2016-07-22,-0.014047052637624291,0.014892625382255543,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:风电设备,2016-07-21,2016-07-22,-0.01311115255833406,0.017206800624317245,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:食品加工,2016-07-21,2016-07-22,-0.017407239470262903,0.01827742883775396,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:饮料乳品,2016-07-21,2016-07-22,-0.01196675573142758,0.01611708984194931,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:饰品,2016-07-21,2016-07-22,-0.012200767905608867,0.016873943628330883,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:饲料,2016-07-21,2016-07-22,-0.014736636179875306,0.02206580927790889,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:黑色家电,2016-07-21,2016-07-22,-0.016203249016637944,0.01909736029341884,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:IT服务Ⅱ,2016-07-22,2016-07-25,-0.0019194912163918998,0.021826182928981083,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:一般零售,2016-07-22,2016-07-25,0.010939269748430736,0.014758152602432394,0.1686746987951807,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:专业工程,2016-07-22,2016-07-25,0.008814832052344013,0.01599046103703533,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:专业服务,2016-07-22,2016-07-25,0.0012906972276189865,0.020380854080390875,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:专业连锁Ⅱ,2016-07-22,2016-07-25,0.002359776502578903,0.02899984363775326,0.22298221614227087,extreme,low,1.0,0.5,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:专用设备,2016-07-22,2016-07-25,0.00553862586418119,0.017787940453747732,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:个护用品,2016-07-22,2016-07-25,-0.00143386098104481,0.021697648082330854,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:中药Ⅱ,2016-07-22,2016-07-25,0.0023573715037485954,0.015071006097422953,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:乘用车,2016-07-22,2016-07-25,-0.010913529656716547,0.01367609440313255,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:互联网电商,2016-07-22,2016-07-25,0.007654941774053015,0.02215319653778246,0.1686746987951807,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:休闲食品,2016-07-22,2016-07-25,0.009730075792976134,0.021237819487265077,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:保险Ⅱ,2016-07-22,2016-07-25,0.000983992307627135,0.009666100405986349,0.036036036036036036,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:元件,2016-07-22,2016-07-25,0.012759034655470014,0.019619940314417706,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:光伏设备,2016-07-22,2016-07-25,-0.008206572071915219,0.01998712077519948,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:光学光电子,2016-07-22,2016-07-25,0.006277638629879068,0.019454498059269243,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:其他电子Ⅱ,2016-07-22,2016-07-25,0.004658291942115422,0.02106219999804117,0.23373759647188533,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:其他电源设备Ⅱ,2016-07-22,2016-07-25,-0.0009008224254416497,0.02027482547552042,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:养殖业,2016-07-22,2016-07-25,0.01345167644707801,0.019275670753486296,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:军工电子Ⅱ,2016-07-22,2016-07-25,-0.0051077356862058165,0.020700113508808318,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:农产品加工,2016-07-22,2016-07-25,0.0033146456229475874,0.018057353110916823,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:农化制品,2016-07-22,2016-07-25,0.0019076578566494806,0.01728594678654978,0.1686746987951807,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:冶钢原料,2016-07-22,2016-07-25,0.02845673701997975,0.018391738469208,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:出版,2016-07-22,2016-07-25,0.011429783290306972,0.017304414241314334,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:动物保健Ⅱ,2016-07-22,2016-07-25,-0.001769644012127869,0.019183084793089524,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:包装印刷,2016-07-22,2016-07-25,0.0075350690707733925,0.01925733802137855,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化妆品,2016-07-22,2016-07-25,0.0023860944238709436,0.014651078211900748,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化学制品,2016-07-22,2016-07-25,0.001307220930989228,0.01931403128321409,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化学制药,2016-07-22,2016-07-25,0.0024583620367082393,0.014981304919387838,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化学原料,2016-07-22,2016-07-25,0.004621174720251142,0.017873168199709622,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:化学纤维,2016-07-22,2016-07-25,0.005637710756855485,0.017343059303516616,0.1686746987951807,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:医疗器械,2016-07-22,2016-07-25,0.004613514384866901,0.01907952721782042,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:医疗服务,2016-07-22,2016-07-25,0.00513600960288052,0.016677940915785422,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:医药商业,2016-07-22,2016-07-25,0.007166619131512508,0.0171247933431516,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:半导体,2016-07-22,2016-07-25,-0.0005775864539229181,0.023333019247060258,0.25388838060384267,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:厨卫电器,2016-07-22,2016-07-25,0.011496566069667091,0.01698632509884442,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:商用车,2016-07-22,2016-07-25,-0.001335885927458813,0.015380829453252557,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:国有大型银行Ⅱ,2016-07-22,2016-07-25,0.003628706281978644,0.0063246851464461035,0.036036036036036036,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:地面兵装Ⅱ,2016-07-22,2016-07-25,0.004732648943385431,0.01912257046656992,0.23373759647188533,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:城商行Ⅱ,2016-07-22,2016-07-25,-0.0060816837071445695,0.01078519777451327,0.11016949152542373,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:基础建设,2016-07-22,2016-07-25,0.00625292553807788,0.0155002374124275,0.22298221614227087,low,low,1.0,1.0,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:塑料,2016-07-22,2016-07-25,0.010284609729592331,0.020879077771371535,0.22298221614227087,high,low,1.0,0.75,1.0
close_t:h5:fixed:0.0300:eligible:isotonic_calibration,industry:多元金融,2016-07-22,2016-07-25,0.004383554914590082,0.01773563998304323,0.22298221614227087,low,low,1.0,1.0,1.0
