fold_id,asof_mode,model_variant,horizon,threshold_type,threshold_value,target_usage,calibration_method,calibration_protocol,calibration_row_count,evaluation_row_count,scored_row_count,positive_event_count,negative_event_count,event_base_rate,brier_score,brier_identity_uncalibrated,brier_calibrated,brier_retention,log_loss,expected_calibration_error,max_calibration_error,reliability_slope,reliability_intercept,roc_auc,average_precision,auc_retention_vs_identity,ap_retention_vs_identity,validation_market_event_block_count,monotonic_bin_status,calibration_fit_status,skip_reason
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,7351,8397,0.46678943357886715,0.2648354325135389,0.24500200110114953,0.2648354325135389,-0.019833431412389385,0.7260358181077019,0.14439847198147623,0.27854862950398085,1.0605243774460167,0.1248859597365631,0.5866724301698917,0.5324529479003985,0.9969194534008449,0.9851513156010375,3,non_monotonic,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,4766,10982,0.30264160528321055,0.24875547888795738,0.24875547888795738,0.24875547888795738,0.0,0.6907198837029818,0.20241070778144396,0.32907412679187636,0.7454642924745523,-0.07385685993816794,0.5753310857816166,0.3610962180452875,1.0,1.0,7,non_monotonic,identity,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,4766,10982,0.30264160528321055,0.2284568120753447,0.24875547888795738,0.2284568120753447,0.020298666812612665,0.6687985484268021,0.14315994449700856,0.1727902423621137,1.4573138856002315,0.07022676652089245,0.5753310857816166,0.3610962180452875,1.0,1.0,7,non_monotonic,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,4766,10982,0.30264160528321055,0.22868627163501548,0.24875547888795738,0.22868627163501548,0.020069207252941895,0.7071026761168189,0.144263757927086,0.1492938293786024,1.022223933332518,0.14074397920609152,0.5735119013274154,0.3545114902488689,0.9968380216206641,0.9817646171093579,7,pass,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,2188,13560,0.13893827787655574,0.23819163859877887,0.23819163859877887,0.23819163859877887,0.0,0.6691775665647008,0.3378189566768989,0.7108453304681246,0.306535512338996,-0.007204745278610527,0.5698278825775347,0.17286323114183164,1.0,1.0,4,non_monotonic,identity,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,2188,13560,0.13893827787655574,0.12661561377942324,0.23819163859877887,0.12661561377942324,0.11157602481935563,0.45750503962260436,0.08855688358136976,0.11805507537615205,1.3864934293551598,0.0690848057245288,0.5698278825775347,0.17286323114183164,1.0,1.0,4,pass,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,2188,13560,0.13893827787655574,0.12638637806908526,0.23819163859877887,0.12638637806908526,0.11180526052969361,0.4919951928301106,0.08797362603385901,0.1333333333333333,1.1787928374101158,0.07886151132328466,0.5693717205136087,0.17152607386640153,0.9991994739501644,0.9922646518487613,4,pass,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,1224,14524,0.07772415544831089,0.2223535248668437,0.2223535248668437,0.2223535248668437,0.0,0.6359835301947236,0.3738462631218473,0.7001828585135901,0.1469648799537573,0.011359163092479644,0.5618943425621419,0.10092405779993353,1.0,1.0,4,non_monotonic,identity,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,1224,14524,0.07772415544831089,0.07441437026504252,0.2223535248668437,0.07441437026504252,0.14793915460180118,0.3158451090194728,0.05497223001302291,0.25790789580244394,1.4256258823143229,0.04528842167527881,0.5618943425621419,0.10092405779993353,1.0,1.0,4,pass,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,1224,14524,0.07772415544831089,0.07429102020931927,0.2223535248668437,0.07429102020931927,0.14806250465752444,0.34137013853701337,0.05427607348157506,0.214795008912656,1.0503756848767019,0.05309486029345622,0.5624510332683519,0.09184007177407345,1.000990739119514,0.9099918669157389,4,pass,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,9994,5754,0.6346202692405385,0.2408295409470796,0.2408295409470796,0.2408295409470796,0.0,0.6746189643238146,0.11457199441681645,0.12814938937180542,0.9881418413352034,0.1199335215663487,0.5729710332282094,0.6788064206113736,1.0,1.0,1,non_monotonic,identity,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.03,diagnostic_only,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,9994,5754,0.6346202692405385,0.2569971183798094,0.2408295409470796,0.2569971183798094,-0.016167577432729785,0.7071902277690697,0.1683952002326017,0.17643050236044983,1.7402119643365423,-0.1767101739207037,0.5729710332282094,0.6788064206113736,1.0,1.0,1,pass,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.03,diagnostic_only,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,9994,5754,0.6346202692405385,0.25904256599536674,0.2408295409470796,0.25904256599536674,-0.018213025048287146,0.7113518560971783,0.16891100453923802,0.1798846386463428,0.7021451832808202,0.30762475222126584,0.5537124847031959,0.64946832812859,0.9663882685019732,0.9567798836428801,1,pass,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.05,eligible,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,7958,7790,0.5053340106680213,0.24699724541752477,0.24699724541752477,0.24699724541752477,0.0,0.687200984220998,0.019912655500222146,0.2450999194250107,0.7966917976921064,0.08921773241250547,0.5614639888941978,0.5462997784324769,1.0,1.0,3,non_monotonic,identity,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.05,eligible,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,7958,7790,0.5053340106680213,0.29560251945884447,0.24699724541752477,0.29560251945884447,-0.0486052740413197,0.795089137951247,0.22074880307657666,0.23426993158821952,1.1557855954107277,0.17641452706685773,0.5614639888941978,0.5462997784324769,1.0,1.0,3,pass,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.05,eligible,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,7958,7790,0.5053340106680213,0.2981790337889947,0.24699724541752477,0.2981790337889947,-0.051181788371469916,0.8054958049334515,0.22304711430067709,0.6666666666666666,0.6511128396078466,0.3213611693774274,0.5496189881344323,0.5248601208095666,0.9789033651417357,0.9607547751814431,3,non_monotonic,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.08,eligible,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,5261,10487,0.3340741681483363,0.25297503967115453,0.25297503967115453,0.25297503967115453,0.0,0.6998795324153388,0.18095279104846598,0.5955246940545268,0.629297387634779,0.009969048164304786,0.5726813007159578,0.37601436593200005,1.0,1.0,3,non_monotonic,identity,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.08,eligible,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,5261,10487,0.3340741681483363,0.26554654106786824,0.25297503967115453,0.26554654106786824,-0.012571501396713702,0.7902538986108718,0.21422828839091235,0.2303340298776343,1.1113965434516515,0.19982584932802752,0.5726813007159578,0.37601436593200005,1.0,1.0,3,non_monotonic,fitted,
fold_6,close_t,sklearn_logistic_regression_l2_lbfgs,20,fixed,0.08,eligible,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15624,15748,15748,5261,10487,0.3340741681483363,0.2666478477696511,0.25297503967115453,0.2666478477696511,-0.01367280809849658,0.8421567736873808,0.21538848645099273,0.875,0.7356360099906056,0.24569115249058643,0.5706068648057976,0.3540458455287286,0.9963776782870913,0.9415753162812818,3,non_monotonic,fitted,
