fold_id,horizon,threshold_type,threshold_value,target_usage,baseline_family,baseline_name,row_count,scored_row_count,positive_event_count,event_base_rate,score_available_rate,roc_auc,average_precision,brier_like_score_if_score_in_0_1,spearman_score_vs_event,spearman_score_vs_future_mae,spearman_score_vs_future_mdd,spearman_score_vs_future_return,quantile_lift_top_decile,quantile_lift_top_quintile,top_decile_future_mae_mean,top_decile_future_mdd_mean,monotonic_decile_event_rate_status
fold_1,20,fixed,0.1,eligible,realized_volatility,rolling_close_to_close_vol_60,732,366,0,0.0,0.5,,,0.0002541338230075412,,-0.02251294323821738,0.23166260371226813,0.3254030133682035,,,-0.005285137374172874,0.040579920351292376,insufficient_unique_scores
fold_1,1,fixed,0.03,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,2,0.00273224043715847,1.0,0.2568493150684932,0.0027172312223858615,0.002893595761215765,-0.04396751013687381,0.029070310501054557,-0.03722712679002579,0.029070310501054557,0.0,0.0,0.006805689030253651,0.0034257249612407305,non_monotonic
fold_1,1,fixed,0.05,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.029070310501054557,-0.03722712679002579,0.029070310501054557,,,0.006805689030253651,0.0034257249612407305,insufficient_unique_scores
fold_1,1,fixed,0.08,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.029070310501054557,-0.03722712679002579,0.029070310501054557,,,0.006805689030253651,0.0034257249612407305,insufficient_unique_scores
fold_1,1,fixed,0.1,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.029070310501054557,-0.03722712679002579,0.029070310501054557,,,0.006805689030253651,0.0034257249612407305,insufficient_unique_scores
fold_1,3,fixed,0.03,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,41,0.056010928961748634,1.0,0.4785570576400409,0.057684932242985654,0.054637497268516966,-0.017080291467156606,0.00683039967657536,0.02097444297144217,0.027299417415275036,0.965062623599209,1.2145345943255352,-0.0009748486050349152,0.012161339921809615,non_monotonic
fold_1,3,fixed,0.05,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.00683039967657536,0.02097444297144217,0.027299417415275036,,,-0.0009748486050349152,0.012161339921809615,insufficient_unique_scores
fold_1,3,fixed,0.08,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.00683039967657536,0.02097444297144217,0.027299417415275036,,,-0.0009748486050349152,0.012161339921809615,insufficient_unique_scores
fold_1,3,fixed,0.1,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.00683039967657536,0.02097444297144217,0.027299417415275036,,,-0.0009748486050349152,0.012161339921809615,insufficient_unique_scores
fold_1,5,fixed,0.03,eligible,realized_volatility,ewma_close_to_close_vol,732,732,49,0.06693989071038252,1.0,0.48913855439686854,0.07082243512562743,0.06524254069560263,-0.009403206434748675,0.009025307262127146,-0.007185607753216579,0.12135353725659893,1.2112520683949255,1.2194918783840065,-0.005126921443146298,0.01835528103513966,non_monotonic
fold_1,5,fixed,0.05,eligible,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.009025307262127146,-0.007185607753216579,0.12135353725659893,,,-0.005126921443146298,0.01835528103513966,insufficient_unique_scores
fold_1,5,fixed,0.08,eligible,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.009025307262127146,-0.007185607753216579,0.12135353725659893,,,-0.005126921443146298,0.01835528103513966,insufficient_unique_scores
fold_1,5,fixed,0.1,eligible,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,0.009025307262127146,-0.007185607753216579,0.12135353725659893,,,-0.005126921443146298,0.01835528103513966,insufficient_unique_scores
fold_1,10,fixed,0.03,eligible,realized_volatility,ewma_close_to_close_vol,732,732,58,0.07923497267759563,1.0,0.4931699580476824,0.0824816435453359,0.07718322935329527,-0.0063906828229285065,-0.011923805399036374,0.12065983387765193,0.10120200263097646,1.0232991612301958,1.2019704433497536,-0.006378358011928561,0.025666862016268315,non_monotonic
fold_1,10,fixed,0.05,eligible,realized_volatility,ewma_close_to_close_vol,732,732,2,0.00273224043715847,1.0,0.5212328767123288,0.0047546760639739765,0.0028794643579738615,0.0038394163781495447,-0.011923805399036374,0.12065983387765193,0.10120200263097646,0.0,0.0,-0.006378358011928561,0.025666862016268315,non_monotonic
fold_1,10,fixed,0.08,eligible,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,-0.011923805399036374,0.12065983387765193,0.10120200263097646,,,-0.006378358011928561,0.025666862016268315,insufficient_unique_scores
fold_1,10,fixed,0.1,eligible,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,-0.011923805399036374,0.12065983387765193,0.10120200263097646,,,-0.006378358011928561,0.025666862016268315,insufficient_unique_scores
fold_1,20,fixed,0.03,diagnostic_only,realized_volatility,ewma_close_to_close_vol,732,732,67,0.09153005464480875,1.0,0.5123330714846819,0.10036765479394245,0.08909455795981544,0.012319679792242386,-0.015507843105640186,0.22488337051385177,0.11070816968767182,1.0334812424364663,1.4121230581784954,-0.006701262407874727,0.035719997719321654,non_monotonic
fold_1,20,fixed,0.05,eligible,realized_volatility,ewma_close_to_close_vol,732,732,8,0.01092896174863388,1.0,0.456146408839779,0.01226430485586488,0.010848455695502069,-0.015794263793090152,-0.015507843105640186,0.22488337051385177,0.11070816968767182,0.0,1.2448979591836735,-0.006701262407874727,0.035719997719321654,non_monotonic
fold_1,20,fixed,0.08,eligible,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,-0.015507843105640186,0.22488337051385177,0.11070816968767182,,,-0.006701262407874727,0.035719997719321654,insufficient_unique_scores
fold_1,20,fixed,0.1,eligible,realized_volatility,ewma_close_to_close_vol,732,732,0,0.0,1.0,,,0.00022679057856933002,,-0.015507843105640186,0.22488337051385177,0.11070816968767182,,,-0.006701262407874727,0.035719997719321654,insufficient_unique_scores
fold_1,1,fixed,0.03,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,2,0.00273224043715847,1.0,0.3678082191780822,0.0035610834512195865,0.002798234155207596,-0.023903463257511682,0.12171330249960507,-0.09682177894742193,0.12171330249960507,0.0,0.0,0.008271006808644983,0.0030658066970282653,non_monotonic
fold_1,1,fixed,0.05,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.12171330249960507,-0.09682177894742193,0.12171330249960507,,,0.008271006808644983,0.0030658066970282653,insufficient_unique_scores
fold_1,1,fixed,0.08,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.12171330249960507,-0.09682177894742193,0.12171330249960507,,,0.008271006808644983,0.0030658066970282653,insufficient_unique_scores
fold_1,1,fixed,0.1,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.12171330249960507,-0.09682177894742193,0.12171330249960507,,,0.008271006808644983,0.0030658066970282653,insufficient_unique_scores
fold_1,3,fixed,0.03,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,41,0.056010928961748634,1.0,0.47502735519395717,0.06502641517849207,0.0549811912735768,-0.019891862079034234,0.09091945979347289,-0.025322206402461012,0.05706175360146914,0.965062623599209,0.971627675460428,0.0005964329899656856,0.01227611216096342,non_monotonic
fold_1,3,fixed,0.05,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.09091945979347289,-0.025322206402461012,0.05706175360146914,,,0.0005964329899656856,0.01227611216096342,insufficient_unique_scores
fold_1,3,fixed,0.08,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.09091945979347289,-0.025322206402461012,0.05706175360146914,,,0.0005964329899656856,0.01227611216096342,insufficient_unique_scores
fold_1,3,fixed,0.1,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.09091945979347289,-0.025322206402461012,0.05706175360146914,,,0.0005964329899656856,0.01227611216096342,insufficient_unique_scores
fold_1,5,fixed,0.03,eligible,realized_volatility,rolling_downside_vol_20,732,732,49,0.06693989071038252,1.0,0.4750052290315834,0.07446812114486986,0.06569512318465935,-0.02163901563319743,0.07741545922171571,0.03216348742862242,0.07427211022675918,1.009376723662438,1.0162432319866723,-0.0032421842786056814,0.01900112226257892,non_monotonic
fold_1,5,fixed,0.05,eligible,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.07741545922171571,0.03216348742862242,0.07427211022675918,,,-0.0032421842786056814,0.01900112226257892,insufficient_unique_scores
fold_1,5,fixed,0.08,eligible,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.07741545922171571,0.03216348742862242,0.07427211022675918,,,-0.0032421842786056814,0.01900112226257892,insufficient_unique_scores
fold_1,5,fixed,0.1,eligible,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.07741545922171571,0.03216348742862242,0.07427211022675918,,,-0.0032421842786056814,0.01900112226257892,insufficient_unique_scores
fold_1,10,fixed,0.03,eligible,realized_volatility,rolling_downside_vol_20,732,732,58,0.07923497267759563,1.0,0.46303591527678295,0.08790798376413678,0.07774419311781379,-0.03458627969712245,0.07643945182166986,0.10091518034798451,0.1065675192532841,1.0232991612301958,0.944405348346235,-0.004705243384815203,0.026096740339917615,non_monotonic
fold_1,10,fixed,0.05,eligible,realized_volatility,rolling_downside_vol_20,732,732,2,0.00273224043715847,1.0,0.4404109589041096,0.0036119588022124737,0.00279206990159711,-0.010775136287064852,0.07643945182166986,0.10091518034798451,0.1065675192532841,0.0,0.0,-0.004705243384815203,0.026096740339917615,non_monotonic
fold_1,10,fixed,0.08,eligible,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.07643945182166986,0.10091518034798451,0.1065675192532841,,,-0.004705243384815203,0.026096740339917615,insufficient_unique_scores
fold_1,10,fixed,0.1,eligible,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.07643945182166986,0.10091518034798451,0.1065675192532841,,,-0.004705243384815203,0.026096740339917615,insufficient_unique_scores
fold_1,20,fixed,0.03,diagnostic_only,realized_volatility,rolling_downside_vol_20,732,732,67,0.09153005464480875,1.0,0.4621927954213893,0.11136707096019294,0.08977785598803,-0.037766152156564696,0.07160013661227681,0.08363031512711551,0.13602301934609368,1.0334812424364663,0.9661894608589704,-0.005417553975558875,0.037250548669006185,non_monotonic
fold_1,20,fixed,0.05,eligible,realized_volatility,rolling_downside_vol_20,732,732,8,0.01092896174863388,1.0,0.49827348066298344,0.05174873971506027,0.01080610189857439,-0.0006218214091767776,0.07160013661227681,0.08363031512711551,0.13602301934609368,1.2364864864864866,0.6224489795918368,-0.005417553975558875,0.037250548669006185,non_monotonic
fold_1,20,fixed,0.08,eligible,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.07160013661227681,0.08363031512711551,0.13602301934609368,,,-0.005417553975558875,0.037250548669006185,insufficient_unique_scores
fold_1,20,fixed,0.1,eligible,realized_volatility,rolling_downside_vol_20,732,732,0,0.0,1.0,,,0.00011582802926021894,,0.07160013661227681,0.08363031512711551,0.13602301934609368,,,-0.005417553975558875,0.037250548669006185,insufficient_unique_scores
fold_1,1,fixed,0.03,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,2,0.004098360655737705,0.6666666666666666,0.39300411522633744,0.005909992521054857,0.00413403609679987,-0.023679466838790648,-0.014319299679631812,0.0036408048362399498,-0.014319299679631812,0.0,0.0,-0.0032341406891111726,0.006044350900784925,non_monotonic
fold_1,1,fixed,0.05,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.014319299679631812,0.0036408048362399498,-0.014319299679631812,,,-0.0032341406891111726,0.006044350900784925,insufficient_unique_scores
fold_1,1,fixed,0.08,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.014319299679631812,0.0036408048362399498,-0.014319299679631812,,,-0.0032341406891111726,0.006044350900784925,insufficient_unique_scores
fold_1,1,fixed,0.1,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.014319299679631812,0.0036408048362399498,-0.014319299679631812,,,-0.0032341406891111726,0.006044350900784925,insufficient_unique_scores
fold_1,3,fixed,0.03,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,35,0.07172131147540983,0.6666666666666666,0.5068432671081677,0.11685127436972255,0.07035820346861914,0.006116716158402498,-0.044627064204363236,0.033651023622381954,-0.007064394357901642,1.4227405247813412,1.4227405247813412,-0.011541954920475852,0.014571628723280914,non_monotonic
fold_1,3,fixed,0.05,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.044627064204363236,0.033651023622381954,-0.007064394357901642,,,-0.011541954920475852,0.014571628723280914,insufficient_unique_scores
fold_1,3,fixed,0.08,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.044627064204363236,0.033651023622381954,-0.007064394357901642,,,-0.011541954920475852,0.014571628723280914,insufficient_unique_scores
fold_1,3,fixed,0.1,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.044627064204363236,0.033651023622381954,-0.007064394357901642,,,-0.011541954920475852,0.014571628723280914,insufficient_unique_scores
fold_1,5,fixed,0.03,eligible,realized_volatility,rolling_downside_vol_60,732,488,35,0.07172131147540983,0.6666666666666666,0.5068432671081677,0.11685127436972255,0.07035820346861914,0.006116716158402498,-0.03722419020449417,0.03630149980245509,0.11036367252270182,1.4227405247813412,1.4227405247813412,-0.011551351429021308,0.01580958545550579,non_monotonic
fold_1,5,fixed,0.05,eligible,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.03722419020449417,0.03630149980245509,0.11036367252270182,,,-0.011551351429021308,0.01580958545550579,insufficient_unique_scores
fold_1,5,fixed,0.08,eligible,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.03722419020449417,0.03630149980245509,0.11036367252270182,,,-0.011551351429021308,0.01580958545550579,insufficient_unique_scores
fold_1,5,fixed,0.1,eligible,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.03722419020449417,0.03630149980245509,0.11036367252270182,,,-0.011551351429021308,0.01580958545550579,insufficient_unique_scores
fold_1,10,fixed,0.03,eligible,realized_volatility,rolling_downside_vol_60,732,488,43,0.08811475409836066,0.6666666666666666,0.4915077083877711,0.14762962431389168,0.08642378392444774,-0.00833893992049372,-0.04763362666170479,0.16253326066265653,0.05036149584458933,1.3896535358329378,1.2738490745135262,-0.013754404113330326,0.028752709654185443,non_monotonic
fold_1,10,fixed,0.05,eligible,realized_volatility,rolling_downside_vol_60,732,488,2,0.004098360655737705,0.6666666666666666,0.4845679012345679,0.005889030793245353,0.004124789716384141,-0.003415307717133266,-0.04763362666170479,0.16253326066265653,0.05036149584458933,0.0,0.0,-0.013754404113330326,0.028752709654185443,non_monotonic
fold_1,10,fixed,0.08,eligible,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.04763362666170479,0.16253326066265653,0.05036149584458933,,,-0.013754404113330326,0.028752709654185443,insufficient_unique_scores
fold_1,10,fixed,0.1,eligible,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.04763362666170479,0.16253326066265653,0.05036149584458933,,,-0.013754404113330326,0.028752709654185443,insufficient_unique_scores
fold_1,20,fixed,0.03,diagnostic_only,realized_volatility,rolling_downside_vol_60,732,488,46,0.0942622950819672,0.6666666666666666,0.4835235097383435,0.1469381011482581,0.09245521851274624,-0.016677327964762182,-0.04710164157463456,0.1080947723416298,0.07161147080453041,1.2990239574090507,1.1907719609582965,-0.014104661911025239,0.03925294576489173,non_monotonic
fold_1,20,fixed,0.05,eligible,realized_volatility,rolling_downside_vol_60,732,488,6,0.012295081967213115,0.6666666666666666,0.4996542185338866,0.17782233559562954,0.012137922131180801,-0.0001319995858313573,-0.04710164157463456,0.1080947723416298,0.07161147080453041,1.6598639455782311,0.8299319727891156,-0.014104661911025239,0.03925294576489173,non_monotonic
fold_1,20,fixed,0.08,eligible,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.04710164157463456,0.1080947723416298,0.07161147080453041,,,-0.014104661911025239,0.03925294576489173,insufficient_unique_scores
fold_1,20,fixed,0.1,eligible,realized_volatility,rolling_downside_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00011042690787880485,,-0.04710164157463456,0.1080947723416298,0.07161147080453041,,,-0.014104661911025239,0.03925294576489173,insufficient_unique_scores
fold_1,1,fixed,0.03,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,2,0.00273224043715847,1.0,0.18835616438356165,0.00245978234304691,0.0031260397930934795,-0.056352724259936864,0.17705596015420189,-0.08277935066135576,0.17705596015420189,0.0,0.0,0.010558348629925158,0.0035259042479793713,non_monotonic
fold_1,1,fixed,0.05,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.17705596015420189,-0.08277935066135576,0.17705596015420189,,,0.010558348629925158,0.0035259042479793713,insufficient_unique_scores
fold_1,1,fixed,0.08,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.17705596015420189,-0.08277935066135576,0.17705596015420189,,,0.010558348629925158,0.0035259042479793713,insufficient_unique_scores
fold_1,1,fixed,0.1,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.17705596015420189,-0.08277935066135576,0.17705596015420189,,,0.010558348629925158,0.0035259042479793713,insufficient_unique_scores
fold_1,3,fixed,0.03,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,41,0.056010928961748634,1.0,0.47901591895803186,0.057943705980337525,0.05407768372658643,-0.016714787287612515,0.1462625763713323,-0.0558247407439505,0.19344420164684306,0.7237969676994067,0.485813837730214,0.0038275128879825806,0.011709449640867078,non_monotonic
fold_1,3,fixed,0.05,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.1462625763713323,-0.0558247407439505,0.19344420164684306,,,0.0038275128879825806,0.011709449640867078,insufficient_unique_scores
fold_1,3,fixed,0.08,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.1462625763713323,-0.0558247407439505,0.19344420164684306,,,0.0038275128879825806,0.011709449640867078,insufficient_unique_scores
fold_1,3,fixed,0.1,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.1462625763713323,-0.0558247407439505,0.19344420164684306,,,0.0038275128879825806,0.011709449640867078,insufficient_unique_scores
fold_1,5,fixed,0.03,eligible,range_based_volatility,parkinson_vol_20,732,732,49,0.06693989071038252,1.0,0.44796366570054086,0.06280808305867878,0.06461198764526895,-0.045050024776106784,0.13642096700454942,-0.017273785845939988,0.3180029813490832,0.6056260341974627,0.40649729279466884,0.00047806595438399724,0.0167832096448289,non_monotonic
fold_1,5,fixed,0.05,eligible,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.13642096700454942,-0.017273785845939988,0.3180029813490832,,,0.00047806595438399724,0.0167832096448289,insufficient_unique_scores
fold_1,5,fixed,0.08,eligible,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.13642096700454942,-0.017273785845939988,0.3180029813490832,,,0.00047806595438399724,0.0167832096448289,insufficient_unique_scores
fold_1,5,fixed,0.1,eligible,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.13642096700454942,-0.017273785845939988,0.3180029813490832,,,0.00047806595438399724,0.0167832096448289,insufficient_unique_scores
fold_1,10,fixed,0.03,eligible,range_based_volatility,parkinson_vol_20,732,732,58,0.07923497267759563,1.0,0.4187557556533306,0.06859725476645431,0.0764521944932398,-0.07601800990869265,0.1537207830711652,0.050302916416752254,0.47088959490323495,0.5116495806150979,0.3434201266713582,6.736194433994559e-05,0.024183161045520308,non_monotonic
fold_1,10,fixed,0.05,eligible,range_based_volatility,parkinson_vol_20,732,732,2,0.00273224043715847,1.0,0.5136986301369864,0.00475540557967588,0.003106865564038768,0.0024770428246126096,0.1537207830711652,0.050302916416752254,0.47088959490323495,0.0,0.0,6.736194433994559e-05,0.024183161045520308,non_monotonic
fold_1,10,fixed,0.08,eligible,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.1537207830711652,0.050302916416752254,0.47088959490323495,,,6.736194433994559e-05,0.024183161045520308,insufficient_unique_scores
fold_1,10,fixed,0.1,eligible,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.1537207830711652,0.050302916416752254,0.47088959490323495,,,6.736194433994559e-05,0.024183161045520308,insufficient_unique_scores
fold_1,20,fixed,0.03,diagnostic_only,range_based_volatility,parkinson_vol_20,732,732,67,0.09153005464480875,1.0,0.40691280439905736,0.07614837441418669,0.08827824069598186,-0.09298611817711609,0.15447662968469247,0.24325926442640797,0.5506896193974992,0.4429205324727713,0.2972890648796832,6.736194433994559e-05,0.03832216157465875,non_monotonic
fold_1,20,fixed,0.05,eligible,range_based_volatility,parkinson_vol_20,732,732,8,0.01092896174863388,1.0,0.39623618784530384,0.00949139916314353,0.010980289311796527,-0.03737146669152434,0.15447662968469247,0.24325926442640797,0.5506896193974992,0.0,0.0,6.736194433994559e-05,0.03832216157465875,non_monotonic
fold_1,20,fixed,0.08,eligible,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.15447662968469247,0.24325926442640797,0.5506896193974992,,,6.736194433994559e-05,0.03832216157465875,insufficient_unique_scores
fold_1,20,fixed,0.1,eligible,range_based_volatility,parkinson_vol_20,732,732,0,0.0,1.0,,,0.0004944556713070608,,0.15447662968469247,0.24325926442640797,0.5506896193974992,,,6.736194433994559e-05,0.03832216157465875,insufficient_unique_scores
fold_1,1,fixed,0.03,diagnostic_only,range_based_volatility,parkinson_vol_60,732,488,2,0.004098360655737705,0.6666666666666666,0.19753086419753085,0.0037287190987380743,0.004435368866708798,-0.06694003125581202,0.021651441966643134,0.020876805547575202,0.021651441966643134,0.0,0.0,0.0023506563017627108,0.005740704712150604,non_monotonic
fold_1,1,fixed,0.05,diagnostic_only,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,0.021651441966643134,0.020876805547575202,0.021651441966643134,,,0.0023506563017627108,0.005740704712150604,insufficient_unique_scores
fold_1,1,fixed,0.08,diagnostic_only,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,0.021651441966643134,0.020876805547575202,0.021651441966643134,,,0.0023506563017627108,0.005740704712150604,insufficient_unique_scores
fold_1,1,fixed,0.1,diagnostic_only,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,0.021651441966643134,0.020876805547575202,0.021651441966643134,,,0.0023506563017627108,0.005740704712150604,insufficient_unique_scores
fold_1,3,fixed,0.03,diagnostic_only,range_based_volatility,parkinson_vol_60,732,488,35,0.07172131147540983,0.6666666666666666,0.5282876064333017,0.0858824360807227,0.06903182331726816,0.02528430596353475,-0.004363991796360405,-0.022936509465588367,0.12985113710779786,0.8536443148688047,0.7113702623906706,-0.004079572156939233,0.012281939623211497,non_monotonic
fold_1,3,fixed,0.05,diagnostic_only,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,-0.004363991796360405,-0.022936509465588367,0.12985113710779786,,,-0.004079572156939233,0.012281939623211497,insufficient_unique_scores
fold_1,3,fixed,0.08,diagnostic_only,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,-0.004363991796360405,-0.022936509465588367,0.12985113710779786,,,-0.004079572156939233,0.012281939623211497,insufficient_unique_scores
fold_1,3,fixed,0.1,diagnostic_only,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,-0.004363991796360405,-0.022936509465588367,0.12985113710779786,,,-0.004079572156939233,0.012281939623211497,insufficient_unique_scores
fold_1,5,fixed,0.03,eligible,range_based_volatility,parkinson_vol_60,732,488,35,0.07172131147540983,0.6666666666666666,0.5282876064333017,0.0858824360807227,0.06903182331726816,0.02528430596353475,0.0032574793365303385,-0.03030835471116505,0.37967833488667757,0.8536443148688047,0.7113702623906706,-0.004079572156939233,0.013726736270283646,non_monotonic
fold_1,5,fixed,0.05,eligible,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,0.0032574793365303385,-0.03030835471116505,0.37967833488667757,,,-0.004079572156939233,0.013726736270283646,insufficient_unique_scores
fold_1,5,fixed,0.08,eligible,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,0.0032574793365303385,-0.03030835471116505,0.37967833488667757,,,-0.004079572156939233,0.013726736270283646,insufficient_unique_scores
fold_1,5,fixed,0.1,eligible,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,0.0032574793365303385,-0.03030835471116505,0.37967833488667757,,,-0.004079572156939233,0.013726736270283646,insufficient_unique_scores
fold_1,10,fixed,0.03,eligible,range_based_volatility,parkinson_vol_60,732,488,43,0.08811475409836066,0.6666666666666666,0.47572511105304416,0.09054796593411962,0.08483083351287216,-0.023836539034272814,0.02084210595879057,0.09550791563658481,0.4181154965232008,0.6948267679164689,0.5790223065970574,-0.004699819029250658,0.02468589476612763,non_monotonic
fold_1,10,fixed,0.05,eligible,range_based_volatility,parkinson_vol_60,732,488,2,0.004098360655737705,0.6666666666666666,0.5277777777777778,0.007386363636363636,0.004406607523126729,0.006147553890839879,0.02084210595879057,0.09550791563658481,0.4181154965232008,0.0,0.0,-0.004699819029250658,0.02468589476612763,non_monotonic
fold_1,10,fixed,0.08,eligible,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,0.02084210595879057,0.09550791563658481,0.4181154965232008,,,-0.004699819029250658,0.02468589476612763,insufficient_unique_scores
fold_1,10,fixed,0.1,eligible,range_based_volatility,parkinson_vol_60,732,488,0,0.0,0.6666666666666666,,,0.00048799268402916954,,0.02084210595879057,0.09550791563658481,0.4181154965232008,,,-0.004699819029250658,0.02468589476612763,insufficient_unique_scores
