source,baseline_or_candidate_name,baseline_family,fold_id,slice_id,target_usage,horizon,threshold_value,metric_name,metric_close_t,metric_close_t_minus_1,metric_delta,row_count_close_t,row_count_close_t_minus_1,positive_event_count_close_t,positive_event_count_close_t_minus_1,score_available_rate_close_t,score_available_rate_close_t_minus_1,material_degradation_flag,asof_dependency_flag,asof_shift_status,deferred_reason
volatility_scaled_threshold,rolling_close_to_close_vol_20__h1__k2_5,volatility_scaled_threshold,fold_3,h1:fixed:0.0800:diagnostic_only,diagnostic_only,1,0.08,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h1__k2_5,volatility_scaled_threshold,fold_3,h1:fixed:0.1000:diagnostic_only,diagnostic_only,1,0.1,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_1,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.12021857923497267,0.1325136612021858,-0.012295081967213128,732,732,88,97,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_1,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.12021857923497267,0.1325136612021858,-0.012295081967213128,732,732,88,97,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_1,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.12021857923497267,0.1325136612021858,-0.012295081967213128,732,732,88,97,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_1,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.12021857923497267,0.1325136612021858,-0.012295081967213128,732,732,88,97,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_2,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.040983606557377046,0.045081967213114756,-0.0040983606557377095,732,732,30,33,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_2,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.040983606557377046,0.045081967213114756,-0.0040983606557377095,732,732,30,33,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_2,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.040983606557377046,0.045081967213114756,-0.0040983606557377095,732,732,30,33,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_2,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.040983606557377046,0.045081967213114756,-0.0040983606557377095,732,732,30,33,1.0,1.0,False,False,pass,
