fold_id,asof_mode,model_variant,horizon,threshold_type,threshold_value,target_usage,calibration_method,bin_index,bin_low,bin_high,row_count,positive_event_count,mean_score,observed_event_rate,calibration_gap
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,0,0.0,0.1,366,23,0.04105084225161055,0.06284153005464481,0.02179068780303426
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,1,0.1,0.2,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,2,0.2,0.3,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,5,0.5,0.6,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,0,0.0,0.1,366,23,0.037410833741379254,0.06284153005464481,0.025430696313265555
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,1,0.1,0.2,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,2,0.2,0.3,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,5,0.5,0.6,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,isotonic_calibration,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,0,0.0,0.1,359,9,0.0031452172347261604,0.025069637883008356,0.021924420648282195
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,1,0.1,0.2,5,0,0.1414250423821561,0.0,-0.1414250423821561
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,2,0.2,0.3,1,0,0.22846792067814206,0.0,-0.22846792067814206
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,3,0.3,0.4,1,0,0.315442221390822,0.0,-0.315442221390822
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,5,0.5,0.6,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,0,0.0,0.1,366,9,0.011016350932124136,0.02459016393442623,0.013573813002302093
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,1,0.1,0.2,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,2,0.2,0.3,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,5,0.5,0.6,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,platt_logistic_calibration,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,0,0.0,0.1,366,9,0.009744443941841107,0.02459016393442623,0.014845719992585122
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,1,0.1,0.2,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,2,0.2,0.3,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,5,0.5,0.6,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.05,eligible,isotonic_calibration,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,0,0.0,0.1,361,0,0.0032118519756519494,0.0,-0.0032118519756519494
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,1,0.1,0.2,3,0,0.12363457059337361,0.0,-0.12363457059337361
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,2,0.2,0.3,2,0,0.2560654890883326,0.0,-0.2560654890883326
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,5,0.5,0.6,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.08,eligible,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,0,0.0,0.1,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,1,0.1,0.2,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,2,0.2,0.3,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,5,0.5,0.6,366,23,0.5,0.06284153005464481,-0.4371584699453552
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.03,eligible,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,0,0.0,0.1,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,1,0.1,0.2,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,2,0.2,0.3,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,5,0.5,0.6,366,9,0.5,0.02459016393442623,-0.47540983606557374
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.05,eligible,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,0,0.0,0.1,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,1,0.1,0.2,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,2,0.2,0.3,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,5,0.5,0.6,366,0,0.5,0.0,-0.5
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.08,eligible,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,0,0.0,0.1,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,1,0.1,0.2,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,2,0.2,0.3,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,3,0.3,0.4,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,4,0.4,0.5,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,5,0.5,0.6,366,0,0.5,0.0,-0.5
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,10,fixed,0.1,eligible,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,0,0.0,0.1,3,0,0.08056266012426938,0.0,-0.08056266012426938
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,1,0.1,0.2,12,0,0.1653211188733976,0.0,-0.1653211188733976
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,2,0.2,0.3,27,0,0.2365097007859809,0.0,-0.2365097007859809
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,3,0.3,0.4,64,1,0.3590916473722826,0.015625,-0.3434666473722826
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,4,0.4,0.5,77,1,0.44875059324999317,0.012987012987012988,-0.4357635802629802
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,5,0.5,0.6,76,0,0.5495737229463085,0.0,-0.5495737229463085
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,6,0.6,0.7,77,0,0.64545847516423,0.0,-0.64545847516423
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,7,0.7,0.8,30,0,0.7249719228893061,0.0,-0.7249719228893061
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,0,0.0,0.1,119,3,0.07507992141531117,0.025210084033613446,-0.04986983738169772
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,1,0.1,0.2,151,9,0.13682884703254733,0.059602649006622516,-0.07722619802592481
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,2,0.2,0.3,52,5,0.24502701710919558,0.09615384615384616,-0.1488731709553494
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,3,0.3,0.4,27,2,0.33930103294963776,0.07407407407407407,-0.2652269588755637
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,4,0.4,0.5,11,1,0.4281546755888303,0.09090909090909091,-0.3372455846797394
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,5,0.5,0.6,6,0,0.5423759515364125,0.0,-0.5423759515364125
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,0,0.0,0.1,366,20,0.008250522547583329,0.0546448087431694,0.04639428619558607
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,1,0.1,0.2,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,2,0.2,0.3,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,3,0.3,0.4,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,4,0.4,0.5,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,5,0.5,0.6,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,6,0.6,0.7,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,7,0.7,0.8,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,8,0.8,0.9,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,9,0.9,1.0,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,0,0.0,0.1,366,20,0.004989524085765513,0.0546448087431694,0.04965528465740388
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,1,0.1,0.2,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,2,0.2,0.3,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,3,0.3,0.4,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,4,0.4,0.5,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,5,0.5,0.6,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,6,0.6,0.7,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,7,0.7,0.8,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,8,0.8,0.9,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,9,0.9,1.0,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,0,0.0,0.1,17,0,0.07600398928677835,0.0,-0.07600398928677835
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,1,0.1,0.2,132,2,0.1606274711467282,0.015151515151515152,-0.14547595599521307
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,2,0.2,0.3,195,2,0.24680926638546904,0.010256410256410256,-0.2365528561290588
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,3,0.3,0.4,22,0,0.3144268268168409,0.0,-0.3144268268168409
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,4,0.4,0.5,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,5,0.5,0.6,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,0,0.0,0.1,353,22,0.01630399525067787,0.06232294617563739,0.04601895092495952
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,1,0.1,0.2,10,1,0.12799217740505947,0.1,-0.027992177405059465
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,2,0.2,0.3,3,0,0.2513675415075999,0.0,-0.2513675415075999
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,3,0.3,0.4,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,4,0.4,0.5,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,5,0.5,0.6,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,6,0.6,0.7,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,7,0.7,0.8,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,8,0.8,0.9,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,identity_uncalibrated_reference,9,0.9,1.0,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,0,0.0,0.1,366,23,0.0409430435337413,0.06284153005464481,0.02189848652090351
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,1,0.1,0.2,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,2,0.2,0.3,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,3,0.3,0.4,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,4,0.4,0.5,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,5,0.5,0.6,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,6,0.6,0.7,0,0,,,
fold_2,close_t,sklearn_logistic_regression_l2_lbfgs,5,fixed,0.03,eligible,platt_logistic_calibration,7,0.7,0.8,0,0,,,
